# Datasets of rover voltage readings  
12.54, 12.47, 12.38, 12.27, 12.15, 12.00, 11.84, 11.72, 11.45
12.53, 12.44, 12.33, 12.21, 12.07, 11.92, 11.73, 11.52, 11.32
12.53, 12.46, 12.39, 12.28, 12.14, 12.0, 11.85, 11.56, 11.35
12.5, 12.4, 12.3, 12.2 , 12.1 , 12.0, 11.8, 11.6, 11.4
