# Voltage datasets 
12.46, 12.34, 12.17, 11.96, 11.69, 11.32
12.10, 12.00, 11.85, 11.65
12.41, 12.31, 12.18, 12.01, 11.80, 11.54, 11.26
12.44, 12.34, 12.20, 12.04, 11.85, 11.62, 11.34 
12.19, 12.12, 11.97, 11.77, 11.52    
