# Voltage datasets 
12.40, 12.34, 12.29, 12.20, 12.13, 12.02, 11.92, 11.79, 11.66, 11.54
12.43, 12.35, 12.25, 12.15, 12.00, 11.84, 11.66, 11.44
12.31, 12.26, 12.20, 12.10, 11.99, 11.86, 11.73, 11.59, 11.44, 11.27
