# Datasets of rover voltage readings 
12.13, 12.10, 12.06, 12.01, 11.94, 11.88, 11.80, 11.71, 11.62, 11.53, 11.40
12.32, 12.28, 12.17, 12.11, 12.04, 11.96, 11.87, 11.78, 11.67, 11.56, 11.43, 11.34
12.38, 12.35, 12.31, 12.26, 12.21, 12.14, 12.07, 11.19, 11.90, 11.80, 11.70, 11.60, 11.49, 11.37
