Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,983795,-,-,-,42.29,-83.74,0,263,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DNI,DHI
2022,1,1,0,0,0,0,0
2022,1,1,0,30,0,0,0
2022,1,1,1,0,0,0,0
2022,1,1,1,30,0,0,0
2022,1,1,2,0,0,0,0
2022,1,1,2,30,0,0,0
2022,1,1,3,0,0,0,0
2022,1,1,3,30,0,0,0
2022,1,1,4,0,0,0,0
2022,1,1,4,30,0,0,0
2022,1,1,5,0,0,0,0
2022,1,1,5,30,0,0,0
2022,1,1,6,0,0,0,0
2022,1,1,6,30,0,0,0
2022,1,1,7,0,0,0,0
2022,1,1,7,30,0,0,0
2022,1,1,8,0,0,0,0
2022,1,1,8,30,0,0,0
2022,1,1,9,0,0,0,0
2022,1,1,9,30,0,0,0
2022,1,1,10,0,0,0,0
2022,1,1,10,30,0,0,0
2022,1,1,11,0,0,0,0
2022,1,1,11,30,0,0,0
2022,1,1,12,0,0,0,0
2022,1,1,12,30,0,0,0
2022,1,1,13,0,0,0,0
2022,1,1,13,30,6,0,6
2022,1,1,14,0,14,0,14
2022,1,1,14,30,11,0,11
2022,1,1,15,0,8,0,8
2022,1,1,15,30,11,0,11
2022,1,1,16,0,8,0,8
2022,1,1,16,30,8,0,8
2022,1,1,17,0,9,0,9
2022,1,1,17,30,11,0,11
2022,1,1,18,0,17,0,17
2022,1,1,18,30,11,0,11
2022,1,1,19,0,13,0,13
2022,1,1,19,30,15,0,15
2022,1,1,20,0,9,0,9
2022,1,1,20,30,7,0,7
2022,1,1,21,0,5,0,5
2022,1,1,21,30,8,0,8
2022,1,1,22,0,3,0,3
2022,1,1,22,30,0,0,0
2022,1,1,23,0,0,0,0
2022,1,1,23,30,0,0,0
2022,1,2,0,0,0,0,0
2022,1,2,0,30,0,0,0
2022,1,2,1,0,0,0,0
2022,1,2,1,30,0,0,0
2022,1,2,2,0,0,0,0
2022,1,2,2,30,0,0,0
2022,1,2,3,0,0,0,0
2022,1,2,3,30,0,0,0
2022,1,2,4,0,0,0,0
2022,1,2,4,30,0,0,0
2022,1,2,5,0,0,0,0
2022,1,2,5,30,0,0,0
2022,1,2,6,0,0,0,0
2022,1,2,6,30,0,0,0
2022,1,2,7,0,0,0,0
2022,1,2,7,30,0,0,0
2022,1,2,8,0,0,0,0
2022,1,2,8,30,0,0,0
2022,1,2,9,0,0,0,0
2022,1,2,9,30,0,0,0
2022,1,2,10,0,0,0,0
2022,1,2,10,30,0,0,0
2022,1,2,11,0,0,0,0
2022,1,2,11,30,0,0,0
2022,1,2,12,0,0,0,0
2022,1,2,12,30,0,0,0
2022,1,2,13,0,1,0,1
2022,1,2,13,30,17,0,17
2022,1,2,14,0,33,0,33
2022,1,2,14,30,27,0,27
2022,1,2,15,0,57,0,57
2022,1,2,15,30,48,0,48
2022,1,2,16,0,90,0,90
2022,1,2,16,30,131,0,131
2022,1,2,17,0,186,1,186
2022,1,2,17,30,242,5,240
2022,1,2,18,0,334,366,181
2022,1,2,18,30,409,787,91
2022,1,2,19,0,406,907,63
2022,1,2,19,30,346,765,84
2022,1,2,20,0,300,801,63
2022,1,2,20,30,240,806,46
2022,1,2,21,0,166,722,39
2022,1,2,21,30,90,583,29
2022,1,2,22,0,24,281,16
2022,1,2,22,30,0,0,0
2022,1,2,23,0,0,0,0
2022,1,2,23,30,0,0,0
2022,1,3,0,0,0,0,0
2022,1,3,0,30,0,0,0
2022,1,3,1,0,0,0,0
2022,1,3,1,30,0,0,0
2022,1,3,2,0,0,0,0
2022,1,3,2,30,0,0,0
2022,1,3,3,0,0,0,0
2022,1,3,3,30,0,0,0
2022,1,3,4,0,0,0,0
2022,1,3,4,30,0,0,0
2022,1,3,5,0,0,0,0
2022,1,3,5,30,0,0,0
2022,1,3,6,0,0,0,0
2022,1,3,6,30,0,0,0
2022,1,3,7,0,0,0,0
2022,1,3,7,30,0,0,0
2022,1,3,8,0,0,0,0
2022,1,3,8,30,0,0,0
2022,1,3,9,0,0,0,0
2022,1,3,9,30,0,0,0
2022,1,3,10,0,0,0,0
2022,1,3,10,30,0,0,0
2022,1,3,11,0,0,0,0
2022,1,3,11,30,0,0,0
2022,1,3,12,0,0,0,0
2022,1,3,12,30,0,0,0
2022,1,3,13,0,3,35,4
2022,1,3,13,30,45,352,24
2022,1,3,14,0,117,601,36
2022,1,3,14,30,192,708,49
2022,1,3,15,0,263,770,60
2022,1,3,15,30,327,820,68
2022,1,3,16,0,380,852,74
2022,1,3,16,30,420,871,80
2022,1,3,17,0,446,880,83
2022,1,3,17,30,459,885,86
2022,1,3,18,0,456,882,86
2022,1,3,18,30,438,870,85
2022,1,3,19,0,403,841,83
2022,1,3,19,30,357,810,78
2022,1,3,20,0,300,765,72
2022,1,3,20,30,233,701,63
2022,1,3,21,0,159,599,52
2022,1,3,21,30,85,448,37
2022,1,3,22,0,22,167,17
2022,1,3,22,30,0,0,0
2022,1,3,23,0,0,0,0
2022,1,3,23,30,0,0,0
2022,1,4,0,0,0,0,0
2022,1,4,0,30,0,0,0
2022,1,4,1,0,0,0,0
2022,1,4,1,30,0,0,0
2022,1,4,2,0,0,0,0
2022,1,4,2,30,0,0,0
2022,1,4,3,0,0,0,0
2022,1,4,3,30,0,0,0
2022,1,4,4,0,0,0,0
2022,1,4,4,30,0,0,0
2022,1,4,5,0,0,0,0
2022,1,4,5,30,0,0,0
2022,1,4,6,0,0,0,0
2022,1,4,6,30,0,0,0
2022,1,4,7,0,0,0,0
2022,1,4,7,30,0,0,0
2022,1,4,8,0,0,0,0
2022,1,4,8,30,0,0,0
2022,1,4,9,0,0,0,0
2022,1,4,9,30,0,0,0
2022,1,4,10,0,0,0,0
2022,1,4,10,30,0,0,0
2022,1,4,11,0,0,0,0
2022,1,4,11,30,0,0,0
2022,1,4,12,0,0,0,0
2022,1,4,12,30,0,0,0
2022,1,4,13,0,2,30,3
2022,1,4,13,30,41,248,26
2022,1,4,14,0,114,567,38
2022,1,4,14,30,188,690,48
2022,1,4,15,0,260,769,57
2022,1,4,15,30,323,820,63
2022,1,4,16,0,375,856,67
2022,1,4,16,30,367,525,161
2022,1,4,17,0,377,415,205
2022,1,4,17,30,398,458,204
2022,1,4,18,0,410,547,180
2022,1,4,18,30,384,506,178
2022,1,4,19,0,337,349,203
2022,1,4,19,30,305,365,178
2022,1,4,20,0,225,119,189
2022,1,4,20,30,192,198,143
2022,1,4,21,0,137,181,104
2022,1,4,21,30,62,12,61
2022,1,4,22,0,16,1,16
2022,1,4,22,30,0,0,0
2022,1,4,23,0,0,0,0
2022,1,4,23,30,0,0,0
2022,1,5,0,0,0,0,0
2022,1,5,0,30,0,0,0
2022,1,5,1,0,0,0,0
2022,1,5,1,30,0,0,0
2022,1,5,2,0,0,0,0
2022,1,5,2,30,0,0,0
2022,1,5,3,0,0,0,0
2022,1,5,3,30,0,0,0
2022,1,5,4,0,0,0,0
2022,1,5,4,30,0,0,0
2022,1,5,5,0,0,0,0
2022,1,5,5,30,0,0,0
2022,1,5,6,0,0,0,0
2022,1,5,6,30,0,0,0
2022,1,5,7,0,0,0,0
2022,1,5,7,30,0,0,0
2022,1,5,8,0,0,0,0
2022,1,5,8,30,0,0,0
2022,1,5,9,0,0,0,0
2022,1,5,9,30,0,0,0
2022,1,5,10,0,0,0,0
2022,1,5,10,30,0,0,0
2022,1,5,11,0,0,0,0
2022,1,5,11,30,0,0,0
2022,1,5,12,0,0,0,0
2022,1,5,12,30,0,0,0
2022,1,5,13,0,1,0,1
2022,1,5,13,30,17,44,14
2022,1,5,14,0,30,1,30
2022,1,5,14,30,63,8,61
2022,1,5,15,0,86,8,84
2022,1,5,15,30,82,0,82
2022,1,5,16,0,120,1,120
2022,1,5,16,30,165,1,165
2022,1,5,17,0,147,0,147
2022,1,5,17,30,167,0,167
2022,1,5,18,0,174,0,174
2022,1,5,18,30,167,0,167
2022,1,5,19,0,111,0,111
2022,1,5,19,30,111,0,111
2022,1,5,20,0,110,0,110
2022,1,5,20,30,95,0,95
2022,1,5,21,0,61,0,61
2022,1,5,21,30,45,28,42
2022,1,5,22,0,11,0,11
2022,1,5,22,30,0,0,0
2022,1,5,23,0,0,0,0
2022,1,5,23,30,0,0,0
2022,1,6,0,0,0,0,0
2022,1,6,0,30,0,0,0
2022,1,6,1,0,0,0,0
2022,1,6,1,30,0,0,0
2022,1,6,2,0,0,0,0
2022,1,6,2,30,0,0,0
2022,1,6,3,0,0,0,0
2022,1,6,3,30,0,0,0
2022,1,6,4,0,0,0,0
2022,1,6,4,30,0,0,0
2022,1,6,5,0,0,0,0
2022,1,6,5,30,0,0,0
2022,1,6,6,0,0,0,0
2022,1,6,6,30,0,0,0
2022,1,6,7,0,0,0,0
2022,1,6,7,30,0,0,0
2022,1,6,8,0,0,0,0
2022,1,6,8,30,0,0,0
2022,1,6,9,0,0,0,0
2022,1,6,9,30,0,0,0
2022,1,6,10,0,0,0,0
2022,1,6,10,30,0,0,0
2022,1,6,11,0,0,0,0
2022,1,6,11,30,0,0,0
2022,1,6,12,0,0,0,0
2022,1,6,12,30,0,0,0
2022,1,6,13,0,1,0,1
2022,1,6,13,30,25,0,25
2022,1,6,14,0,76,4,75
2022,1,6,14,30,124,7,123
2022,1,6,15,0,195,79,174
2022,1,6,15,30,302,538,130
2022,1,6,16,0,240,354,112
2022,1,6,16,30,169,0,169
2022,1,6,17,0,224,13,219
2022,1,6,17,30,376,160,308
2022,1,6,18,0,404,371,246
2022,1,6,18,30,338,70,309
2022,1,6,19,0,235,32,223
2022,1,6,19,30,190,15,185
2022,1,6,20,0,195,9,192
2022,1,6,20,30,146,3,145
2022,1,6,21,0,97,1,97
2022,1,6,21,30,59,2,59
2022,1,6,22,0,12,0,12
2022,1,6,22,30,0,0,0
2022,1,6,23,0,0,0,0
2022,1,6,23,30,0,0,0
2022,1,7,0,0,0,0,0
2022,1,7,0,30,0,0,0
2022,1,7,1,0,0,0,0
2022,1,7,1,30,0,0,0
2022,1,7,2,0,0,0,0
2022,1,7,2,30,0,0,0
2022,1,7,3,0,0,0,0
2022,1,7,3,30,0,0,0
2022,1,7,4,0,0,0,0
2022,1,7,4,30,0,0,0
2022,1,7,5,0,0,0,0
2022,1,7,5,30,0,0,0
2022,1,7,6,0,0,0,0
2022,1,7,6,30,0,0,0
2022,1,7,7,0,0,0,0
2022,1,7,7,30,0,0,0
2022,1,7,8,0,0,0,0
2022,1,7,8,30,0,0,0
2022,1,7,9,0,0,0,0
2022,1,7,9,30,0,0,0
2022,1,7,10,0,0,0,0
2022,1,7,10,30,0,0,0
2022,1,7,11,0,0,0,0
2022,1,7,11,30,0,0,0
2022,1,7,12,0,0,0,0
2022,1,7,12,30,0,0,0
2022,1,7,13,0,3,29,4
2022,1,7,13,30,48,353,26
2022,1,7,14,0,118,560,42
2022,1,7,14,30,196,688,55
2022,1,7,15,0,260,714,69
2022,1,7,15,30,226,351,114
2022,1,7,16,0,246,262,151
2022,1,7,16,30,412,768,107
2022,1,7,17,0,460,908,80
2022,1,7,17,30,474,917,81
2022,1,7,18,0,472,919,79
2022,1,7,18,30,456,913,78
2022,1,7,19,0,425,899,75
2022,1,7,19,30,380,875,70
2022,1,7,20,0,322,839,63
2022,1,7,20,30,255,783,57
2022,1,7,21,0,180,697,48
2022,1,7,21,30,102,560,36
2022,1,7,22,0,33,298,20
2022,1,7,22,30,0,0,0
2022,1,7,23,0,0,0,0
2022,1,7,23,30,0,0,0
2022,1,8,0,0,0,0,0
2022,1,8,0,30,0,0,0
2022,1,8,1,0,0,0,0
2022,1,8,1,30,0,0,0
2022,1,8,2,0,0,0,0
2022,1,8,2,30,0,0,0
2022,1,8,3,0,0,0,0
2022,1,8,3,30,0,0,0
2022,1,8,4,0,0,0,0
2022,1,8,4,30,0,0,0
2022,1,8,5,0,0,0,0
2022,1,8,5,30,0,0,0
2022,1,8,6,0,0,0,0
2022,1,8,6,30,0,0,0
2022,1,8,7,0,0,0,0
2022,1,8,7,30,0,0,0
2022,1,8,8,0,0,0,0
2022,1,8,8,30,0,0,0
2022,1,8,9,0,0,0,0
2022,1,8,9,30,0,0,0
2022,1,8,10,0,0,0,0
2022,1,8,10,30,0,0,0
2022,1,8,11,0,0,0,0
2022,1,8,11,30,0,0,0
2022,1,8,12,0,0,0,0
2022,1,8,12,30,0,0,0
2022,1,8,13,0,3,36,4
2022,1,8,13,30,42,291,24
2022,1,8,14,0,118,597,36
2022,1,8,14,30,194,715,47
2022,1,8,15,0,265,785,54
2022,1,8,15,30,328,833,60
2022,1,8,16,0,381,867,64
2022,1,8,16,30,422,889,68
2022,1,8,17,0,450,902,71
2022,1,8,17,30,461,901,73
2022,1,8,18,0,458,892,75
2022,1,8,18,30,440,876,75
2022,1,8,19,0,408,852,74
2022,1,8,19,30,225,242,139
2022,1,8,20,0,142,2,141
2022,1,8,20,30,159,265,91
2022,1,8,21,0,163,548,58
2022,1,8,21,30,83,308,46
2022,1,8,22,0,16,25,15
2022,1,8,22,30,0,0,0
2022,1,8,23,0,0,0,0
2022,1,8,23,30,0,0,0
2022,1,9,0,0,0,0,0
2022,1,9,0,30,0,0,0
2022,1,9,1,0,0,0,0
2022,1,9,1,30,0,0,0
2022,1,9,2,0,0,0,0
2022,1,9,2,30,0,0,0
2022,1,9,3,0,0,0,0
2022,1,9,3,30,0,0,0
2022,1,9,4,0,0,0,0
2022,1,9,4,30,0,0,0
2022,1,9,5,0,0,0,0
2022,1,9,5,30,0,0,0
2022,1,9,6,0,0,0,0
2022,1,9,6,30,0,0,0
2022,1,9,7,0,0,0,0
2022,1,9,7,30,0,0,0
2022,1,9,8,0,0,0,0
2022,1,9,8,30,0,0,0
2022,1,9,9,0,0,0,0
2022,1,9,9,30,0,0,0
2022,1,9,10,0,0,0,0
2022,1,9,10,30,0,0,0
2022,1,9,11,0,0,0,0
2022,1,9,11,30,0,0,0
2022,1,9,12,0,0,0,0
2022,1,9,12,30,0,0,0
2022,1,9,13,0,1,0,1
2022,1,9,13,30,22,71,18
2022,1,9,14,0,65,203,37
2022,1,9,14,30,101,186,62
2022,1,9,15,0,160,292,81
2022,1,9,15,30,160,160,108
2022,1,9,16,0,329,636,96
2022,1,9,16,30,371,596,133
2022,1,9,17,0,456,911,71
2022,1,9,17,30,422,796,78
2022,1,9,18,0,476,939,71
2022,1,9,18,30,419,688,131
2022,1,9,19,0,393,689,121
2022,1,9,19,30,392,918,62
2022,1,9,20,0,335,885,57
2022,1,9,20,30,267,832,52
2022,1,9,21,0,191,752,44
2022,1,9,21,30,111,625,34
2022,1,9,22,0,38,364,20
2022,1,9,22,30,0,0,0
2022,1,9,23,0,0,0,0
2022,1,9,23,30,0,0,0
2022,1,10,0,0,0,0,0
2022,1,10,0,30,0,0,0
2022,1,10,1,0,0,0,0
2022,1,10,1,30,0,0,0
2022,1,10,2,0,0,0,0
2022,1,10,2,30,0,0,0
2022,1,10,3,0,0,0,0
2022,1,10,3,30,0,0,0
2022,1,10,4,0,0,0,0
2022,1,10,4,30,0,0,0
2022,1,10,5,0,0,0,0
2022,1,10,5,30,0,0,0
2022,1,10,6,0,0,0,0
2022,1,10,6,30,0,0,0
2022,1,10,7,0,0,0,0
2022,1,10,7,30,0,0,0
2022,1,10,8,0,0,0,0
2022,1,10,8,30,0,0,0
2022,1,10,9,0,0,0,0
2022,1,10,9,30,0,0,0
2022,1,10,10,0,0,0,0
2022,1,10,10,30,0,0,0
2022,1,10,11,0,0,0,0
2022,1,10,11,30,0,0,0
2022,1,10,12,0,0,0,0
2022,1,10,12,30,0,0,0
2022,1,10,13,0,3,42,4
2022,1,10,13,30,52,441,24
2022,1,10,14,0,126,645,37
2022,1,10,14,30,205,760,47
2022,1,10,15,0,280,833,54
2022,1,10,15,30,347,882,61
2022,1,10,16,0,403,914,66
2022,1,10,16,30,446,937,69
2022,1,10,17,0,475,950,72
2022,1,10,17,30,489,949,76
2022,1,10,18,0,488,939,80
2022,1,10,18,30,471,930,79
2022,1,10,19,0,440,912,78
2022,1,10,19,30,395,886,74
2022,1,10,20,0,337,847,69
2022,1,10,20,30,268,791,61
2022,1,10,21,0,192,706,52
2022,1,10,21,30,112,573,39
2022,1,10,22,0,39,313,23
2022,1,10,22,30,0,0,0
2022,1,10,23,0,0,0,0
2022,1,10,23,30,0,0,0
2022,1,11,0,0,0,0,0
2022,1,11,0,30,0,0,0
2022,1,11,1,0,0,0,0
2022,1,11,1,30,0,0,0
2022,1,11,2,0,0,0,0
2022,1,11,2,30,0,0,0
2022,1,11,3,0,0,0,0
2022,1,11,3,30,0,0,0
2022,1,11,4,0,0,0,0
2022,1,11,4,30,0,0,0
2022,1,11,5,0,0,0,0
2022,1,11,5,30,0,0,0
2022,1,11,6,0,0,0,0
2022,1,11,6,30,0,0,0
2022,1,11,7,0,0,0,0
2022,1,11,7,30,0,0,0
2022,1,11,8,0,0,0,0
2022,1,11,8,30,0,0,0
2022,1,11,9,0,0,0,0
2022,1,11,9,30,0,0,0
2022,1,11,10,0,0,0,0
2022,1,11,10,30,0,0,0
2022,1,11,11,0,0,0,0
2022,1,11,11,30,0,0,0
2022,1,11,12,0,0,0,0
2022,1,11,12,30,0,0,0
2022,1,11,13,0,2,0,2
2022,1,11,13,30,33,5,33
2022,1,11,14,0,94,149,73
2022,1,11,14,30,161,396,78
2022,1,11,15,0,130,29,122
2022,1,11,15,30,78,1,78
2022,1,11,16,0,144,9,141
2022,1,11,16,30,273,61,248
2022,1,11,17,0,340,373,181
2022,1,11,17,30,449,787,105
2022,1,11,18,0,452,799,103
2022,1,11,18,30,437,795,100
2022,1,11,19,0,409,787,94
2022,1,11,19,30,353,656,113
2022,1,11,20,0,323,808,65
2022,1,11,20,30,257,756,57
2022,1,11,21,0,185,681,48
2022,1,11,21,30,107,524,39
2022,1,11,22,0,30,135,23
2022,1,11,22,30,0,0,0
2022,1,11,23,0,0,0,0
2022,1,11,23,30,0,0,0
2022,1,12,0,0,0,0,0
2022,1,12,0,30,0,0,0
2022,1,12,1,0,0,0,0
2022,1,12,1,30,0,0,0
2022,1,12,2,0,0,0,0
2022,1,12,2,30,0,0,0
2022,1,12,3,0,0,0,0
2022,1,12,3,30,0,0,0
2022,1,12,4,0,0,0,0
2022,1,12,4,30,0,0,0
2022,1,12,5,0,0,0,0
2022,1,12,5,30,0,0,0
2022,1,12,6,0,0,0,0
2022,1,12,6,30,0,0,0
2022,1,12,7,0,0,0,0
2022,1,12,7,30,0,0,0
2022,1,12,8,0,0,0,0
2022,1,12,8,30,0,0,0
2022,1,12,9,0,0,0,0
2022,1,12,9,30,0,0,0
2022,1,12,10,0,0,0,0
2022,1,12,10,30,0,0,0
2022,1,12,11,0,0,0,0
2022,1,12,11,30,0,0,0
2022,1,12,12,0,0,0,0
2022,1,12,12,30,0,0,0
2022,1,12,13,0,1,0,1
2022,1,12,13,30,25,1,25
2022,1,12,14,0,62,6,61
2022,1,12,14,30,144,220,98
2022,1,12,15,0,189,170,142
2022,1,12,15,30,162,41,149
2022,1,12,16,0,255,105,216
2022,1,12,16,30,299,134,245
2022,1,12,17,0,186,16,179
2022,1,12,17,30,251,62,224
2022,1,12,18,0,259,87,221
2022,1,12,18,30,311,115,262
2022,1,12,19,0,254,57,231
2022,1,12,19,30,175,17,169
2022,1,12,20,0,105,9,102
2022,1,12,20,30,58,0,58
2022,1,12,21,0,81,6,80
2022,1,12,21,30,48,2,48
2022,1,12,22,0,17,0,17
2022,1,12,22,30,1,0,1
2022,1,12,23,0,0,0,0
2022,1,12,23,30,0,0,0
2022,1,13,0,0,0,0,0
2022,1,13,0,30,0,0,0
2022,1,13,1,0,0,0,0
2022,1,13,1,30,0,0,0
2022,1,13,2,0,0,0,0
2022,1,13,2,30,0,0,0
2022,1,13,3,0,0,0,0
2022,1,13,3,30,0,0,0
2022,1,13,4,0,0,0,0
2022,1,13,4,30,0,0,0
2022,1,13,5,0,0,0,0
2022,1,13,5,30,0,0,0
2022,1,13,6,0,0,0,0
2022,1,13,6,30,0,0,0
2022,1,13,7,0,0,0,0
2022,1,13,7,30,0,0,0
2022,1,13,8,0,0,0,0
2022,1,13,8,30,0,0,0
2022,1,13,9,0,0,0,0
2022,1,13,9,30,0,0,0
2022,1,13,10,0,0,0,0
2022,1,13,10,30,0,0,0
2022,1,13,11,0,0,0,0
2022,1,13,11,30,0,0,0
2022,1,13,12,0,0,0,0
2022,1,13,12,30,0,0,0
2022,1,13,13,0,1,0,1
2022,1,13,13,30,21,0,21
2022,1,13,14,0,63,5,62
2022,1,13,14,30,128,34,121
2022,1,13,15,0,182,86,158
2022,1,13,15,30,137,15,132
2022,1,13,16,0,207,45,190
2022,1,13,16,30,217,18,210
2022,1,13,17,0,208,65,180
2022,1,13,17,30,211,10,207
2022,1,13,18,0,217,5,215
2022,1,13,18,30,176,2,175
2022,1,13,19,0,140,1,140
2022,1,13,19,30,83,0,83
2022,1,13,20,0,93,0,93
2022,1,13,20,30,71,0,71
2022,1,13,21,0,55,0,55
2022,1,13,21,30,32,0,32
2022,1,13,22,0,12,0,12
2022,1,13,22,30,1,0,1
2022,1,13,23,0,0,0,0
2022,1,13,23,30,0,0,0
2022,1,14,0,0,0,0,0
2022,1,14,0,30,0,0,0
2022,1,14,1,0,0,0,0
2022,1,14,1,30,0,0,0
2022,1,14,2,0,0,0,0
2022,1,14,2,30,0,0,0
2022,1,14,3,0,0,0,0
2022,1,14,3,30,0,0,0
2022,1,14,4,0,0,0,0
2022,1,14,4,30,0,0,0
2022,1,14,5,0,0,0,0
2022,1,14,5,30,0,0,0
2022,1,14,6,0,0,0,0
2022,1,14,6,30,0,0,0
2022,1,14,7,0,0,0,0
2022,1,14,7,30,0,0,0
2022,1,14,8,0,0,0,0
2022,1,14,8,30,0,0,0
2022,1,14,9,0,0,0,0
2022,1,14,9,30,0,0,0
2022,1,14,10,0,0,0,0
2022,1,14,10,30,0,0,0
2022,1,14,11,0,0,0,0
2022,1,14,11,30,0,0,0
2022,1,14,12,0,0,0,0
2022,1,14,12,30,0,0,0
2022,1,14,13,0,1,0,1
2022,1,14,13,30,24,0,24
2022,1,14,14,0,63,0,63
2022,1,14,14,30,99,1,99
2022,1,14,15,0,133,1,133
2022,1,14,15,30,112,1,112
2022,1,14,16,0,172,2,171
2022,1,14,16,30,210,12,205
2022,1,14,17,0,233,4,231
2022,1,14,17,30,259,8,255
2022,1,14,18,0,270,11,265
2022,1,14,18,30,280,15,274
2022,1,14,19,0,263,16,256
2022,1,14,19,30,204,5,202
2022,1,14,20,0,228,35,216
2022,1,14,20,30,209,214,150
2022,1,14,21,0,181,465,83
2022,1,14,21,30,101,240,67
2022,1,14,22,0,29,2,29
2022,1,14,22,30,1,0,1
2022,1,14,23,0,0,0,0
2022,1,14,23,30,0,0,0
2022,1,15,0,0,0,0,0
2022,1,15,0,30,0,0,0
2022,1,15,1,0,0,0,0
2022,1,15,1,30,0,0,0
2022,1,15,2,0,0,0,0
2022,1,15,2,30,0,0,0
2022,1,15,3,0,0,0,0
2022,1,15,3,30,0,0,0
2022,1,15,4,0,0,0,0
2022,1,15,4,30,0,0,0
2022,1,15,5,0,0,0,0
2022,1,15,5,30,0,0,0
2022,1,15,6,0,0,0,0
2022,1,15,6,30,0,0,0
2022,1,15,7,0,0,0,0
2022,1,15,7,30,0,0,0
2022,1,15,8,0,0,0,0
2022,1,15,8,30,0,0,0
2022,1,15,9,0,0,0,0
2022,1,15,9,30,0,0,0
2022,1,15,10,0,0,0,0
2022,1,15,10,30,0,0,0
2022,1,15,11,0,0,0,0
2022,1,15,11,30,0,0,0
2022,1,15,12,0,0,0,0
2022,1,15,12,30,0,0,0
2022,1,15,13,0,3,0,3
2022,1,15,13,30,41,61,37
2022,1,15,14,0,119,421,58
2022,1,15,14,30,204,666,60
2022,1,15,15,0,282,797,59
2022,1,15,15,30,349,849,65
2022,1,15,16,0,405,887,69
2022,1,15,16,30,449,912,72
2022,1,15,17,0,478,930,72
2022,1,15,17,30,496,945,73
2022,1,15,18,0,498,953,71
2022,1,15,18,30,482,948,69
2022,1,15,19,0,451,938,64
2022,1,15,19,30,407,917,61
2022,1,15,20,0,351,886,56
2022,1,15,20,30,283,839,50
2022,1,15,21,0,208,770,43
2022,1,15,21,30,129,661,34
2022,1,15,22,0,55,486,23
2022,1,15,22,30,3,50,4
2022,1,15,23,0,0,0,0
2022,1,15,23,30,0,0,0
2022,1,16,0,0,0,0,0
2022,1,16,0,30,0,0,0
2022,1,16,1,0,0,0,0
2022,1,16,1,30,0,0,0
2022,1,16,2,0,0,0,0
2022,1,16,2,30,0,0,0
2022,1,16,3,0,0,0,0
2022,1,16,3,30,0,0,0
2022,1,16,4,0,0,0,0
2022,1,16,4,30,0,0,0
2022,1,16,5,0,0,0,0
2022,1,16,5,30,0,0,0
2022,1,16,6,0,0,0,0
2022,1,16,6,30,0,0,0
2022,1,16,7,0,0,0,0
2022,1,16,7,30,0,0,0
2022,1,16,8,0,0,0,0
2022,1,16,8,30,0,0,0
2022,1,16,9,0,0,0,0
2022,1,16,9,30,0,0,0
2022,1,16,10,0,0,0,0
2022,1,16,10,30,0,0,0
2022,1,16,11,0,0,0,0
2022,1,16,11,30,0,0,0
2022,1,16,12,0,0,0,0
2022,1,16,12,30,0,0,0
2022,1,16,13,0,4,51,5
2022,1,16,13,30,51,350,26
2022,1,16,14,0,130,658,33
2022,1,16,14,30,208,766,41
2022,1,16,15,0,282,834,47
2022,1,16,15,30,347,879,51
2022,1,16,16,0,398,904,53
2022,1,16,16,30,441,925,56
2022,1,16,17,0,469,938,57
2022,1,16,17,30,484,944,58
2022,1,16,18,0,483,941,59
2022,1,16,18,30,465,926,58
2022,1,16,19,0,437,911,58
2022,1,16,19,30,394,888,56
2022,1,16,20,0,340,853,53
2022,1,16,20,30,275,801,50
2022,1,16,21,0,200,719,44
2022,1,16,21,30,124,601,36
2022,1,16,22,0,52,405,24
2022,1,16,22,30,5,69,6
2022,1,16,23,0,0,0,0
2022,1,16,23,30,0,0,0
2022,1,17,0,0,0,0,0
2022,1,17,0,30,0,0,0
2022,1,17,1,0,0,0,0
2022,1,17,1,30,0,0,0
2022,1,17,2,0,0,0,0
2022,1,17,2,30,0,0,0
2022,1,17,3,0,0,0,0
2022,1,17,3,30,0,0,0
2022,1,17,4,0,0,0,0
2022,1,17,4,30,0,0,0
2022,1,17,5,0,0,0,0
2022,1,17,5,30,0,0,0
2022,1,17,6,0,0,0,0
2022,1,17,6,30,0,0,0
2022,1,17,7,0,0,0,0
2022,1,17,7,30,0,0,0
2022,1,17,8,0,0,0,0
2022,1,17,8,30,0,0,0
2022,1,17,9,0,0,0,0
