Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,983795,-,-,-,42.29,-83.74,0,263,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DNI,DHI
2022,3,24,8,0,0,0,0
2022,3,24,8,30,0,0,0
2022,3,24,9,0,0,0,0
2022,3,24,9,30,0,0,0
2022,3,24,10,0,0,0,0
2022,3,24,10,30,0,0,0
2022,3,24,11,0,0,0,0
2022,3,24,11,30,1,0,1
2022,3,24,12,0,13,0,13
2022,3,24,12,30,19,0,19
2022,3,24,13,0,29,0,29
2022,3,24,13,30,36,0,36
2022,3,24,14,0,50,0,50
2022,3,24,14,30,56,0,56
2022,3,24,15,0,218,7,214
2022,3,24,15,30,263,9,257
2022,3,24,16,0,212,5,209
2022,3,24,16,30,364,45,331
2022,3,24,17,0,182,7,177
2022,3,24,17,30,136,0,136
2022,3,24,18,0,180,2,178
2022,3,24,18,30,123,1,122
2022,3,24,19,0,125,0,125
2022,3,24,19,30,100,0,100
2022,3,24,20,0,61,0,61
2022,3,24,20,30,40,0,40
2022,3,24,21,0,44,0,44
2022,3,24,21,30,24,0,24
2022,3,24,22,0,29,0,29
2022,3,24,22,30,26,0,26
2022,3,24,23,0,27,0,27
2022,3,24,23,30,10,0,10
2022,3,25,0,0,0,0,0
2022,3,25,0,30,0,0,0
2022,3,25,1,0,0,0,0
2022,3,25,1,30,0,0,0
2022,3,25,2,0,0,0,0
2022,3,25,2,30,0,0,0
2022,3,25,3,0,0,0,0
2022,3,25,3,30,0,0,0
2022,3,25,4,0,0,0,0
2022,3,25,4,30,0,0,0
2022,3,25,5,0,0,0,0
2022,3,25,5,30,0,0,0
2022,3,25,6,0,0,0,0
2022,3,25,6,30,0,0,0
2022,3,25,7,0,0,0,0
2022,3,25,7,30,0,0,0
2022,3,25,8,0,0,0,0
2022,3,25,8,30,0,0,0
2022,3,25,9,0,0,0,0
2022,3,25,9,30,0,0,0
2022,3,25,10,0,0,0,0
2022,3,25,10,30,0,0,0
2022,3,25,11,0,0,0,0
2022,3,25,11,30,1,0,1
2022,3,25,12,0,12,0,12
2022,3,25,12,30,46,3,45
2022,3,25,13,0,59,1,59
2022,3,25,13,30,38,0,38
2022,3,25,14,0,116,2,115
2022,3,25,14,30,237,16,229
2022,3,25,15,0,272,16,263
2022,3,25,15,30,224,3,222
2022,3,25,16,0,152,0,152
2022,3,25,16,30,90,0,90
2022,3,25,17,0,187,0,187
2022,3,25,17,30,301,29,279
2022,3,25,18,0,420,128,323
2022,3,25,18,30,445,108,364
2022,3,25,19,0,452,129,359
2022,3,25,19,30,423,198,288
2022,3,25,20,0,435,424,167
2022,3,25,20,30,108,0,108
2022,3,25,21,0,155,9,150
2022,3,25,21,30,194,35,179
2022,3,25,22,0,173,172,115
2022,3,25,22,30,90,55,76
2022,3,25,23,0,21,0,21
2022,3,25,23,30,9,0,9
2022,3,26,0,0,0,0,0
2022,3,26,0,30,0,0,0
2022,3,26,1,0,0,0,0
2022,3,26,1,30,0,0,0
2022,3,26,2,0,0,0,0
2022,3,26,2,30,0,0,0
2022,3,26,3,0,0,0,0
2022,3,26,3,30,0,0,0
2022,3,26,4,0,0,0,0
2022,3,26,4,30,0,0,0
2022,3,26,5,0,0,0,0
2022,3,26,5,30,0,0,0
2022,3,26,6,0,0,0,0
2022,3,26,6,30,0,0,0
2022,3,26,7,0,0,0,0
2022,3,26,7,30,0,0,0
2022,3,26,8,0,0,0,0
2022,3,26,8,30,0,0,0
2022,3,26,9,0,0,0,0
2022,3,26,9,30,0,0,0
2022,3,26,10,0,0,0,0
2022,3,26,10,30,0,0,0
2022,3,26,11,0,0,0,0
2022,3,26,11,30,2,0,2
2022,3,26,12,0,15,0,15
2022,3,26,12,30,31,0,31
2022,3,26,13,0,77,13,73
2022,3,26,13,30,118,15,112
2022,3,26,14,0,110,1,110
2022,3,26,14,30,126,3,124
2022,3,26,15,0,180,2,179
2022,3,26,15,30,150,1,149
2022,3,26,16,0,224,3,222
2022,3,26,16,30,206,0,206
2022,3,26,17,0,124,0,124
2022,3,26,17,30,202,0,202
2022,3,26,18,0,162,0,162
2022,3,26,18,30,143,1,142
2022,3,26,19,0,107,0,107
2022,3,26,19,30,111,0,111
2022,3,26,20,0,84,0,84
2022,3,26,20,30,64,0,64
2022,3,26,21,0,74,0,74
2022,3,26,21,30,50,0,50
2022,3,26,22,0,41,0,41
2022,3,26,22,30,28,0,28
2022,3,26,23,0,15,0,15
2022,3,26,23,30,9,0,9
2022,3,27,0,0,0,0,0
2022,3,27,0,30,0,0,0
2022,3,27,1,0,0,0,0
2022,3,27,1,30,0,0,0
2022,3,27,2,0,0,0,0
2022,3,27,2,30,0,0,0
2022,3,27,3,0,0,0,0
2022,3,27,3,30,0,0,0
2022,3,27,4,0,0,0,0
2022,3,27,4,30,0,0,0
2022,3,27,5,0,0,0,0
2022,3,27,5,30,0,0,0
2022,3,27,6,0,0,0,0
2022,3,27,6,30,0,0,0
2022,3,27,7,0,0,0,0
2022,3,27,7,30,0,0,0
2022,3,27,8,0,0,0,0
2022,3,27,8,30,0,0,0
2022,3,27,9,0,0,0,0
2022,3,27,9,30,0,0,0
2022,3,27,10,0,0,0,0
2022,3,27,10,30,0,0,0
2022,3,27,11,0,0,0,0
2022,3,27,11,30,4,0,4
2022,3,27,12,0,31,0,31
2022,3,27,12,30,44,1,44
2022,3,27,13,0,134,38,123
2022,3,27,13,30,139,17,133
2022,3,27,14,0,215,31,201
2022,3,27,14,30,321,81,278
2022,3,27,15,0,310,50,280
2022,3,27,15,30,406,99,341
2022,3,27,16,0,444,103,372
2022,3,27,16,30,520,209,366
2022,3,27,17,0,525,138,420
2022,3,27,17,30,559,177,423
2022,3,27,18,0,609,272,400
2022,3,27,18,30,662,382,374
2022,3,27,19,0,560,256,374
2022,3,27,19,30,528,278,336
2022,3,27,20,0,483,212,348
2022,3,27,20,30,430,215,306
2022,3,27,21,0,381,250,254
2022,3,27,21,30,317,325,177
2022,3,27,22,0,315,631,96
2022,3,27,22,30,212,534,75
2022,3,27,23,0,83,83,69
2022,3,27,23,30,35,88,29
2022,3,28,0,0,1,5,1
2022,3,28,0,30,0,0,0
2022,3,28,1,0,0,0,0
2022,3,28,1,30,0,0,0
2022,3,28,2,0,0,0,0
2022,3,28,2,30,0,0,0
2022,3,28,3,0,0,0,0
2022,3,28,3,30,0,0,0
2022,3,28,4,0,0,0,0
2022,3,28,4,30,0,0,0
2022,3,28,5,0,0,0,0
2022,3,28,5,30,0,0,0
2022,3,28,6,0,0,0,0
2022,3,28,6,30,0,0,0
2022,3,28,7,0,0,0,0
2022,3,28,7,30,0,0,0
2022,3,28,8,0,0,0,0
2022,3,28,8,30,0,0,0
2022,3,28,9,0,0,0,0
2022,3,28,9,30,0,0,0
2022,3,28,10,0,0,0,0
2022,3,28,10,30,0,0,0
2022,3,28,11,0,0,0,0
2022,3,28,11,30,12,94,11
2022,3,28,12,0,78,426,34
2022,3,28,12,30,173,627,49
2022,3,28,13,0,280,757,60
2022,3,28,13,30,352,731,75
2022,3,28,14,0,250,133,189
2022,3,28,14,30,395,277,246
2022,3,28,15,0,513,435,251
2022,3,28,15,30,541,364,301
2022,3,28,16,0,612,404,327
2022,3,28,16,30,588,263,393
2022,3,28,17,0,679,414,362
2022,3,28,17,30,680,369,394
2022,3,28,18,0,692,427,362
2022,3,28,18,30,640,391,343
2022,3,28,19,0,611,348,356
2022,3,28,19,30,670,578,270
2022,3,28,20,0,630,698,181
2022,3,28,20,30,582,781,127
2022,3,28,21,0,536,874,88
2022,3,28,21,30,452,886,67
2022,3,28,22,0,350,825,61
2022,3,28,22,30,246,738,53
2022,3,28,23,0,144,602,43
2022,3,28,23,30,54,364,27
2022,3,29,0,0,3,27,4
2022,3,29,0,30,0,0,0
2022,3,29,1,0,0,0,0
2022,3,29,1,30,0,0,0
2022,3,29,2,0,0,0,0
2022,3,29,2,30,0,0,0
2022,3,29,3,0,0,0,0
2022,3,29,3,30,0,0,0
2022,3,29,4,0,0,0,0
2022,3,29,4,30,0,0,0
2022,3,29,5,0,0,0,0
2022,3,29,5,30,0,0,0
2022,3,29,6,0,0,0,0
2022,3,29,6,30,0,0,0
2022,3,29,7,0,0,0,0
2022,3,29,7,30,0,0,0
2022,3,29,8,0,0,0,0
2022,3,29,8,30,0,0,0
2022,3,29,9,0,0,0,0
2022,3,29,9,30,0,0,0
2022,3,29,10,0,0,0,0
2022,3,29,10,30,0,0,0
2022,3,29,11,0,0,0,0
2022,3,29,11,30,13,110,11
2022,3,29,12,0,72,305,39
2022,3,29,12,30,127,119,103
2022,3,29,13,0,189,121,153
2022,3,29,13,30,300,321,177
2022,3,29,14,0,392,431,191
2022,3,29,14,30,564,882,87
2022,3,29,15,0,649,942,76
2022,3,29,15,30,719,961,80
2022,3,29,16,0,777,976,83
2022,3,29,16,30,820,986,84
2022,3,29,17,0,847,990,86
2022,3,29,17,30,856,984,89
2022,3,29,18,0,852,977,93
2022,3,29,18,30,833,971,92
2022,3,29,19,0,799,961,92
2022,3,29,19,30,748,942,92
2022,3,29,20,0,684,917,91
2022,3,29,20,30,602,847,106
2022,3,29,21,0,299,125,234
2022,3,29,21,30,180,7,177
2022,3,29,22,0,133,16,127
2022,3,29,22,30,142,54,128
2022,3,29,23,0,69,11,67
2022,3,29,23,30,19,0,19
2022,3,30,0,0,1,0,1
2022,3,30,0,30,0,0,0
2022,3,30,1,0,0,0,0
2022,3,30,1,30,0,0,0
2022,3,30,2,0,0,0,0
2022,3,30,2,30,0,0,0
2022,3,30,3,0,0,0,0
2022,3,30,3,30,0,0,0
2022,3,30,4,0,0,0,0
2022,3,30,4,30,0,0,0
2022,3,30,5,0,0,0,0
2022,3,30,5,30,0,0,0
2022,3,30,6,0,0,0,0
2022,3,30,6,30,0,0,0
2022,3,30,7,0,0,0,0
2022,3,30,7,30,0,0,0
2022,3,30,8,0,0,0,0
2022,3,30,8,30,0,0,0
2022,3,30,9,0,0,0,0
2022,3,30,9,30,0,0,0
2022,3,30,10,0,0,0,0
2022,3,30,10,30,0,0,0
2022,3,30,11,0,0,0,0
2022,3,30,11,30,2,0,2
2022,3,30,12,0,7,0,7
2022,3,30,12,30,19,0,19
2022,3,30,13,0,151,48,137
2022,3,30,13,30,184,50,165
2022,3,30,14,0,130,4,128
2022,3,30,14,30,323,167,232
2022,3,30,15,0,344,126,267
2022,3,30,15,30,302,50,269
2022,3,30,16,0,546,272,351
2022,3,30,16,30,300,94,229
2022,3,30,17,0,129,1,128
2022,3,30,17,30,386,90,315
2022,3,30,18,0,311,53,270
2022,3,30,18,30,150,1,149
2022,3,30,19,0,175,2,174
2022,3,30,19,30,208,5,204
2022,3,30,20,0,129,1,128
2022,3,30,20,30,118,2,117
2022,3,30,21,0,305,136,234
2022,3,30,21,30,259,109,211
2022,3,30,22,0,149,19,142
2022,3,30,22,30,70,5,69
2022,3,30,23,0,40,2,40
2022,3,30,23,30,9,0,9
2022,3,31,0,0,1,0,1
2022,3,31,0,30,0,0,0
2022,3,31,1,0,0,0,0
2022,3,31,1,30,0,0,0
2022,3,31,2,0,0,0,0
2022,3,31,2,30,0,0,0
2022,3,31,3,0,0,0,0
2022,3,31,3,30,0,0,0
2022,3,31,4,0,0,0,0
2022,3,31,4,30,0,0,0
2022,3,31,5,0,0,0,0
2022,3,31,5,30,0,0,0
2022,3,31,6,0,0,0,0
2022,3,31,6,30,0,0,0
2022,3,31,7,0,0,0,0
2022,3,31,7,30,0,0,0
2022,3,31,8,0,0,0,0
2022,3,31,8,30,0,0,0
2022,3,31,9,0,0,0,0
2022,3,31,9,30,0,0,0
2022,3,31,10,0,0,0,0
2022,3,31,10,30,0,0,0
2022,3,31,11,0,0,0,0
2022,3,31,11,30,9,20,8
2022,3,31,12,0,57,197,34
2022,3,31,12,30,161,483,58
2022,3,31,13,0,60,82,35
2022,3,31,13,30,68,8,65
2022,3,31,14,0,57,0,57
2022,3,31,14,30,97,1,96
2022,3,31,15,0,156,0,156
2022,3,31,15,30,156,0,156
2022,3,31,16,0,155,0,155
2022,3,31,16,30,132,0,132
2022,3,31,17,0,183,0,183
2022,3,31,17,30,170,0,170
2022,3,31,18,0,201,0,201
2022,3,31,18,30,185,0,185
2022,3,31,19,0,160,0,160
2022,3,31,19,30,200,3,198
2022,3,31,20,0,125,0,125
2022,3,31,20,30,98,0,98
2022,3,31,21,0,95,3,93
2022,3,31,21,30,106,30,93
2022,3,31,22,0,50,0,50
2022,3,31,22,30,35,0,35
2022,3,31,23,0,17,0,17
2022,3,31,23,30,12,0,12
2022,4,1,0,0,1,0,1
2022,4,1,0,30,0,0,0
2022,4,1,1,0,0,0,0
2022,4,1,1,30,0,0,0
2022,4,1,2,0,0,0,0
2022,4,1,2,30,0,0,0
2022,4,1,3,0,0,0,0
2022,4,1,3,30,0,0,0
2022,4,1,4,0,0,0,0
2022,4,1,4,30,0,0,0
2022,4,1,5,0,0,0,0
2022,4,1,5,30,0,0,0
2022,4,1,6,0,0,0,0
2022,4,1,6,30,0,0,0
2022,4,1,7,0,0,0,0
2022,4,1,7,30,0,0,0
2022,4,1,8,0,0,0,0
2022,4,1,8,30,0,0,0
2022,4,1,9,0,0,0,0
2022,4,1,9,30,0,0,0
2022,4,1,10,0,0,0,0
2022,4,1,10,30,0,0,0
2022,4,1,11,0,0,0,0
2022,4,1,11,30,9,0,9
2022,4,1,12,0,32,0,32
2022,4,1,12,30,61,0,61
2022,4,1,13,0,144,77,120
2022,4,1,13,30,121,38,106
2022,4,1,14,0,266,181,179
2022,4,1,14,30,253,185,150
2022,4,1,15,0,341,151,247
2022,4,1,15,30,360,213,215
2022,4,1,16,0,308,24,291
2022,4,1,16,30,353,34,327
2022,4,1,17,0,210,1,209
2022,4,1,17,30,260,1,259
2022,4,1,18,0,266,3,264
2022,4,1,18,30,197,2,195
2022,4,1,19,0,204,1,203
2022,4,1,19,30,237,7,232
2022,4,1,20,0,254,14,245
2022,4,1,20,30,165,0,165
2022,4,1,21,0,122,2,121
2022,4,1,21,30,92,0,92
2022,4,1,22,0,90,1,90
2022,4,1,22,30,43,0,43
2022,4,1,23,0,52,1,52
2022,4,1,23,30,32,0,32
2022,4,2,0,0,2,0,2
2022,4,2,0,30,0,0,0
2022,4,2,1,0,0,0,0
2022,4,2,1,30,0,0,0
2022,4,2,2,0,0,0,0
2022,4,2,2,30,0,0,0
2022,4,2,3,0,0,0,0
2022,4,2,3,30,0,0,0
2022,4,2,4,0,0,0,0
2022,4,2,4,30,0,0,0
2022,4,2,5,0,0,0,0
2022,4,2,5,30,0,0,0
2022,4,2,6,0,0,0,0
2022,4,2,6,30,0,0,0
2022,4,2,7,0,0,0,0
2022,4,2,7,30,0,0,0
2022,4,2,8,0,0,0,0
2022,4,2,8,30,0,0,0
2022,4,2,9,0,0,0,0
2022,4,2,9,30,0,0,0
2022,4,2,10,0,0,0,0
2022,4,2,10,30,0,0,0
2022,4,2,11,0,0,0,0
2022,4,2,11,30,22,107,18
2022,4,2,12,0,86,304,46
2022,4,2,12,30,183,515,67
2022,4,2,13,0,289,676,75
2022,4,2,13,30,355,540,137
2022,4,2,14,0,383,313,231
2022,4,2,14,30,487,484,215
2022,4,2,15,0,476,294,292
2022,4,2,15,30,467,161,357
2022,4,2,16,0,464,132,368
2022,4,2,16,30,468,110,384
2022,4,2,17,0,496,124,398
2022,4,2,17,30,586,248,389
2022,4,2,18,0,596,270,382
2022,4,2,18,30,532,186,387
2022,4,2,19,0,539,199,390
2022,4,2,19,30,489,207,342
2022,4,2,20,0,261,29,242
2022,4,2,20,30,211,17,201
2022,4,2,21,0,159,8,155
2022,4,2,21,30,179,30,165
2022,4,2,22,0,83,3,82
2022,4,2,22,30,41,0,41
2022,4,2,23,0,48,16,45
2022,4,2,23,30,12,0,12
2022,4,3,0,0,2,0,2
2022,4,3,0,30,0,0,0
2022,4,3,1,0,0,0,0
2022,4,3,1,30,0,0,0
2022,4,3,2,0,0,0,0
2022,4,3,2,30,0,0,0
2022,4,3,3,0,0,0,0
2022,4,3,3,30,0,0,0
2022,4,3,4,0,0,0,0
2022,4,3,4,30,0,0,0
2022,4,3,5,0,0,0,0
2022,4,3,5,30,0,0,0
2022,4,3,6,0,0,0,0
2022,4,3,6,30,0,0,0
2022,4,3,7,0,0,0,0
2022,4,3,7,30,0,0,0
2022,4,3,8,0,0,0,0
2022,4,3,8,30,0,0,0
2022,4,3,9,0,0,0,0
2022,4,3,9,30,0,0,0
2022,4,3,10,0,0,0,0
2022,4,3,10,30,0,0,0
2022,4,3,11,0,0,0,0
2022,4,3,11,30,13,1,13
2022,4,3,12,0,24,0,24
2022,4,3,12,30,21,0,21
2022,4,3,13,0,45,0,45
2022,4,3,13,30,62,0,62
2022,4,3,14,0,93,0,93
2022,4,3,14,30,87,0,87
2022,4,3,15,0,135,0,135
2022,4,3,15,30,120,0,120
2022,4,3,16,0,95,0,95
2022,4,3,16,30,109,0,109
2022,4,3,17,0,141,0,141
2022,4,3,17,30,164,0,164
2022,4,3,18,0,198,0,198
2022,4,3,18,30,223,0,223
2022,4,3,19,0,337,42,305
2022,4,3,19,30,284,15,273
2022,4,3,20,0,385,156,281
2022,4,3,20,30,284,40,260
2022,4,3,21,0,198,19,188
2022,4,3,21,30,204,19,195
2022,4,3,22,0,190,192,119
2022,4,3,22,30,61,1,61
2022,4,3,23,0,40,0,40
2022,4,3,23,30,15,0,15
2022,4,4,0,0,3,0,3
2022,4,4,0,30,0,0,0
2022,4,4,1,0,0,0,0
2022,4,4,1,30,0,0,0
2022,4,4,2,0,0,0,0
2022,4,4,2,30,0,0,0
2022,4,4,3,0,0,0,0
2022,4,4,3,30,0,0,0
2022,4,4,4,0,0,0,0
2022,4,4,4,30,0,0,0
2022,4,4,5,0,0,0,0
2022,4,4,5,30,0,0,0
2022,4,4,6,0,0,0,0
2022,4,4,6,30,0,0,0
2022,4,4,7,0,0,0,0
2022,4,4,7,30,0,0,0
2022,4,4,8,0,0,0,0
2022,4,4,8,30,0,0,0
2022,4,4,9,0,0,0,0
2022,4,4,9,30,0,0,0
2022,4,4,10,0,0,0,0
2022,4,4,10,30,0,0,0
2022,4,4,11,0,0,0,0
2022,4,4,11,30,7,0,7
2022,4,4,12,0,15,0,15
2022,4,4,12,30,11,0,11
2022,4,4,13,0,26,0,26
2022,4,4,13,30,42,0,42
2022,4,4,14,0,44,0,44
2022,4,4,14,30,53,0,53
2022,4,4,15,0,45,0,45
2022,4,4,15,30,90,0,90
2022,4,4,16,0,63,0,63
2022,4,4,16,30,34,0,34
2022,4,4,17,0,139,0,139
2022,4,4,17,30,423,230,238
2022,4,4,18,0,270,132,164
2022,4,4,18,30,201,87,133
2022,4,4,19,0,206,84,142
2022,4,4,19,30,147,41,118
2022,4,4,20,0,90,0,90
2022,4,4,20,30,115,0,115
2022,4,4,21,0,90,0,90
2022,4,4,21,30,40,0,40
2022,4,4,22,0,21,0,21
2022,4,4,22,30,12,0,12
2022,4,4,23,0,19,0,19
2022,4,4,23,30,14,0,14
2022,4,5,0,0,2,0,2
2022,4,5,0,30,0,0,0
2022,4,5,1,0,0,0,0
2022,4,5,1,30,0,0,0
2022,4,5,2,0,0,0,0
2022,4,5,2,30,0,0,0
2022,4,5,3,0,0,0,0
2022,4,5,3,30,0,0,0
2022,4,5,4,0,0,0,0
2022,4,5,4,30,0,0,0
2022,4,5,5,0,0,0,0
2022,4,5,5,30,0,0,0
2022,4,5,6,0,0,0,0
2022,4,5,6,30,0,0,0
2022,4,5,7,0,0,0,0
2022,4,5,7,30,0,0,0
2022,4,5,8,0,0,0,0
2022,4,5,8,30,0,0,0
2022,4,5,9,0,0,0,0
2022,4,5,9,30,0,0,0
2022,4,5,10,0,0,0,0
2022,4,5,10,30,0,0,0
2022,4,5,11,0,0,0,0
2022,4,5,11,30,30,118,24
2022,4,5,12,0,104,339,55
2022,4,5,12,30,197,506,76
2022,4,5,13,0,297,620,91
2022,4,5,13,30,307,243,205
2022,4,5,14,0,423,338,254
2022,4,5,14,30,585,818,114
2022,4,5,15,0,667,856,118
2022,4,5,15,30,736,884,119
2022,4,5,16,0,793,907,119
2022,4,5,16,30,836,920,121
2022,4,5,17,0,864,929,122
2022,4,5,17,30,865,890,146
2022,4,5,18,0,793,682,244
2022,4,5,18,30,705,552,269
2022,4,5,19,0,717,623,242
2022,4,5,19,30,633,517,260
2022,4,5,20,0,532,321,316
2022,4,5,20,30,472,313,281
2022,4,5,21,0,406,267,262
2022,4,5,21,30,329,203,235
2022,4,5,22,0,280,237,190
2022,4,5,22,30,178,97,150
2022,4,5,23,0,82,11,80
2022,4,5,23,30,27,1,27
2022,4,6,0,0,5,0,5
2022,4,6,0,30,0,0,0
2022,4,6,1,0,0,0,0
2022,4,6,1,30,0,0,0
2022,4,6,2,0,0,0,0
2022,4,6,2,30,0,0,0
2022,4,6,3,0,0,0,0
2022,4,6,3,30,0,0,0
2022,4,6,4,0,0,0,0
2022,4,6,4,30,0,0,0
2022,4,6,5,0,0,0,0
2022,4,6,5,30,0,0,0
2022,4,6,6,0,0,0,0
2022,4,6,6,30,0,0,0
2022,4,6,7,0,0,0,0
2022,4,6,7,30,0,0,0
2022,4,6,8,0,0,0,0
2022,4,6,8,30,0,0,0
2022,4,6,9,0,0,0,0
2022,4,6,9,30,0,0,0
2022,4,6,10,0,0,0,0
2022,4,6,10,30,0,0,0
2022,4,6,11,0,0,0,0
2022,4,6,11,30,6,0,6
2022,4,6,12,0,11,0,11
2022,4,6,12,30,26,1,26
2022,4,6,13,0,70,5,68
2022,4,6,13,30,71,2,70
2022,4,6,14,0,122,7,118
2022,4,6,14,30,22,0,22
2022,4,6,15,0,24,0,24
2022,4,6,15,30,68,0,68
2022,4,6,16,0,99,0,99
2022,4,6,16,30,110,1,109
2022,4,6,17,0,92,0,92
2022,4,6,17,30,60,0,60
2022,4,6,18,0,34,0,34
2022,4,6,18,30,64,0,64
2022,4,6,19,0,65,0,65
2022,4,6,19,30,92,1,91
2022,4,6,20,0,140,2,139
2022,4,6,20,30,159,6,155
2022,4,6,21,0,45,0,45
2022,4,6,21,30,49,0,49
2022,4,6,22,0,21,0,21
2022,4,6,22,30,54,23,47
2022,4,6,23,0,149,459,58
2022,4,6,23,30,71,340,36
2022,4,7,0,0,11,72,10
2022,4,7,0,30,0,0,0
2022,4,7,1,0,0,0,0
2022,4,7,1,30,0,0,0
2022,4,7,2,0,0,0,0
2022,4,7,2,30,0,0,0
2022,4,7,3,0,0,0,0
2022,4,7,3,30,0,0,0
2022,4,7,4,0,0,0,0
2022,4,7,4,30,0,0,0
2022,4,7,5,0,0,0,0
2022,4,7,5,30,0,0,0
2022,4,7,6,0,0,0,0
2022,4,7,6,30,0,0,0
2022,4,7,7,0,0,0,0
2022,4,7,7,30,0,0,0
2022,4,7,8,0,0,0,0
2022,4,7,8,30,0,0,0
2022,4,7,9,0,0,0,0
2022,4,7,9,30,0,0,0
2022,4,7,10,0,0,0,0
2022,4,7,10,30,0,0,0
2022,4,7,11,0,0,0,0
2022,4,7,11,30,36,187,24
2022,4,7,12,0,115,423,49
2022,4,7,12,30,210,581,65
2022,4,7,13,0,305,664,78
2022,4,7,13,30,171,119,120
2022,4,7,14,0,289,101,237
2022,4,7,14,30,333,138,252
2022,4,7,15,0,173,9,167
2022,4,7,15,30,255,6,251
2022,4,7,16,0,247,8,241
2022,4,7,16,30,374,54,332
2022,4,7,17,0,527,117,433
2022,4,7,17,30,271,25,251
2022,4,7,18,0,124,0,124
2022,4,7,18,30,180,0,180
2022,4,7,19,0,172,2,170
2022,4,7,19,30,364,57,322
2022,4,7,20,0,159,6,155
2022,4,7,20,30,259,15,250
2022,4,7,21,0,133,1,132
2022,4,7,21,30,192,23,181
2022,4,7,22,0,57,0,57
2022,4,7,22,30,78,16,73
2022,4,7,23,0,34,0,34
2022,4,7,23,30,31,0,31
2022,4,8,0,0,6,0,6
2022,4,8,0,30,0,0,0
2022,4,8,1,0,0,0,0
2022,4,8,1,30,0,0,0
2022,4,8,2,0,0,0,0
2022,4,8,2,30,0,0,0
2022,4,8,3,0,0,0,0
2022,4,8,3,30,0,0,0
2022,4,8,4,0,0,0,0
2022,4,8,4,30,0,0,0
2022,4,8,5,0,0,0,0
2022,4,8,5,30,0,0,0
2022,4,8,6,0,0,0,0
2022,4,8,6,30,0,0,0
2022,4,8,7,0,0,0,0
2022,4,8,7,30,0,0,0
2022,4,8,8,0,0,0,0
2022,4,8,8,30,0,0,0
2022,4,8,9,0,0,0,0
2022,4,8,9,30,0,0,0
2022,4,8,10,0,0,0,0
2022,4,8,10,30,0,0,0
2022,4,8,11,0,1,0,1
2022,4,8,11,30,23,0,23
2022,4,8,12,0,61,10,59
2022,4,8,12,30,125,19,120
2022,4,8,13,0,150,12,146
2022,4,8,13,30,144,4,142
2022,4,8,14,0,159,3,157
2022,4,8,14,30,99,0,99
2022,4,8,15,0,191,5,188
2022,4,8,15,30,277,20,263
2022,4,8,16,0,264,13,254
2022,4,8,16,30,249,3,247
2022,4,8,17,0,242,6,237
2022,4,8,17,30,415,61,365
2022,4,8,18,0,461,172,321
2022,4,8,18,30,352,177,210
2022,4,8,19,0,471,246,281
2022,4,8,19,30,383,247,202
2022,4,8,20,0,287,81,232
2022,4,8,20,30,330,102,267
2022,4,8,21,0,333,147,252
2022,4,8,21,30,265,98,219
2022,4,8,22,0,191,63,167
2022,4,8,22,30,65,14,61
2022,4,8,23,0,18,1,18
2022,4,8,23,30,19,0,19
2022,4,9,0,0,4,0,4
2022,4,9,0,30,0,0,0
2022,4,9,1,0,0,0,0
2022,4,9,1,30,0,0,0
2022,4,9,2,0,0,0,0
2022,4,9,2,30,0,0,0
2022,4,9,3,0,0,0,0
2022,4,9,3,30,0,0,0
2022,4,9,4,0,0,0,0
2022,4,9,4,30,0,0,0
2022,4,9,5,0,0,0,0
2022,4,9,5,30,0,0,0
2022,4,9,6,0,0,0,0
2022,4,9,6,30,0,0,0
2022,4,9,7,0,0,0,0
2022,4,9,7,30,0,0,0
2022,4,9,8,0,0,0,0
2022,4,9,8,30,0,0,0
2022,4,9,9,0,0,0,0
2022,4,9,9,30,0,0,0
2022,4,9,10,0,0,0,0
2022,4,9,10,30,0,0,0
2022,4,9,11,0,1,0,1
2022,4,9,11,30,28,1,28
2022,4,9,12,0,77,18,74
2022,4,9,12,30,153,76,133
2022,4,9,13,0,202,93,169
2022,4,9,13,30,264,108,217
2022,4,9,14,0,304,73,266
2022,4,9,14,30,378,144,292
2022,4,9,15,0,299,29,280
2022,4,9,15,30,294,18,281
2022,4,9,16,0,236,1,235
2022,4,9,16,30,272,12,262
2022,4,9,17,0,253,2,251
